patient_id	genes	similarities	Gene stable ID	Gene name
Group_3	ENSG00000105372	0.5698621273040771	ENSG00000105372	RPS19
Group_3	ENSG00000163932	0.5675463676452637	ENSG00000163932	PRKCD
Group_3	ENSG00000160014	0.5657216310501099	ENSG00000160014	CALM3
Group_3	ENSG00000100075	0.5621252059936523	ENSG00000100075	SLC25A1
Group_3	ENSG00000168484	0.5586933493614197	ENSG00000168484	SFTPC
Group_3	ENSG00000149575	0.556755006313324	ENSG00000149575	SCN2B
Group_3	ENSG00000172269	0.5549221038818359	ENSG00000172269	DPAGT1
Group_3	ENSG00000113140	0.5539052486419678	ENSG00000113140	SPARC
Group_3	ENSG00000108788	0.5511017441749573	ENSG00000108788	MLX
Group_3	ENSG00000141499	0.5510308742523193	ENSG00000141499	WRAP53
Group_3	ENSG00000139190	0.5484374761581421	ENSG00000139190	VAMP1
Group_3	ENSG00000169714	0.5478219985961914	ENSG00000169714	CNBP
Group_3	ENSG00000111674	0.5447583198547363	ENSG00000111674	ENO2
Group_3	ENSG00000131100	0.5446394681930542	ENSG00000131100	ATP6V1E1
Group_3	ENSG00000071082	0.5360584259033203	ENSG00000071082	RPL31
Group_3	ENSG00000100473	0.5348185300827026	ENSG00000100473	COCH
Group_3	ENSG00000198931	0.5342336893081665	ENSG00000198931	APRT
Group_3	ENSG00000104738	0.5325124859809875	ENSG00000104738	MCM4
Group_3	ENSG00000198899	0.5307180285453796	ENSG00000198899	MT-ATP6
Group_3	ENSG00000147224	0.5269932150840759	ENSG00000147224	PRPS1
Group_3	ENSG00000179950	0.5225663185119629	ENSG00000179950	PUF60
Group_3	ENSG00000213741	0.5200275182723999	ENSG00000213741	RPS29
Group_3	ENSG00000010361	0.5199710726737976	ENSG00000010361	FUZ
Group_3	ENSG00000110651	0.5196760892868042	ENSG00000110651	CD81
Group_3	ENSG00000162736	0.5196021199226379	ENSG00000162736	NCSTN
Group_3	ENSG00000172216	0.5190367102622986	ENSG00000172216	CEBPB
Group_3	ENSG00000108528	0.5184414386749268	ENSG00000108528	SLC25A11
Group_3	ENSG00000131187	0.5156133770942688	ENSG00000131187	F12
Group_3	ENSG00000109536	0.512412428855896	ENSG00000109536	FRG1
Group_3	ENSG00000233927	0.5118430256843567	ENSG00000233927	RPS28
Group_3	ENSG00000152234	0.5109943151473999	ENSG00000152234	ATP5F1A
Group_3	ENSG00000203667	0.5107415914535522	ENSG00000203667	COX20
Group_3	ENSG00000188021	0.5105762481689453	ENSG00000188021	UBQLN2
Group_3	ENSG00000139531	0.5056192874908447	ENSG00000139531	SUOX
Group_3	ENSG00000132386	0.504679799079895	ENSG00000132386	SERPINF1
Group_3	ENSG00000126456	0.5032027363777161	ENSG00000126456	IRF3
Group_4	ENSG00000114200	0.6520540118217468	ENSG00000114200	BCHE
Group_4	ENSG00000155016	0.6468856334686279	ENSG00000155016	CYP2U1
Group_4	ENSG00000196569	0.6358729004859924	ENSG00000196569	LAMA2
Group_4	ENSG00000168610	0.6252973675727844	ENSG00000168610	STAT3
Group_4	ENSG00000140416	0.6138867735862732	ENSG00000140416	TPM1
Group_4	ENSG00000084093	0.6067616939544678	ENSG00000084093	REST
Group_4	ENSG00000170876	0.6066493988037109	ENSG00000170876	TMEM43
Group_4	ENSG00000010072	0.5994821786880493	ENSG00000010072	SPRTN
Group_4	ENSG00000105711	0.598911702632904	ENSG00000105711	SCN1B
Group_4	ENSG00000105976	0.5973613262176514	ENSG00000105976	MET
Group_4	ENSG00000140464	0.5943572521209717	ENSG00000140464	PML
Group_4	ENSG00000177990	0.5917712450027466	ENSG00000177990	DPY19L2
Group_4	ENSG00000181027	0.5849465131759644	ENSG00000181027	FKRP
Group_4	ENSG00000147889	0.5767026543617249	ENSG00000147889	CDKN2A
Group_4	ENSG00000158169	0.576215386390686	ENSG00000158169	FANCC
Group_4	ENSG00000169946	0.5680651664733887	ENSG00000169946	ZFPM2
Group_4	ENSG00000171453	0.5665525197982788	ENSG00000171453	POLR1C
Group_4	ENSG00000105983	0.5659891963005066	ENSG00000105983	LMBR1
Group_4	ENSG00000165029	0.5648690462112427	ENSG00000165029	ABCA1
Group_4	ENSG00000104320	0.562103271484375	ENSG00000104320	NBN
Group_4	ENSG00000141499	0.5595552325248718	ENSG00000141499	WRAP53
Group_4	ENSG00000186350	0.5591245293617249	ENSG00000186350	RXRA
Group_4	ENSG00000014919	0.5573011040687561	ENSG00000014919	COX15
Group_4	ENSG00000159267	0.5571467280387878	ENSG00000159267	HLCS
Group_4	ENSG00000121931	0.5562644004821777	ENSG00000121931	LRIF1
Group_4	ENSG00000159023	0.549645721912384	ENSG00000159023	EPB41
Group_4	ENSG00000133103	0.5475237369537354	ENSG00000133103	COG6
Group_4	ENSG00000104381	0.5469238758087158	ENSG00000104381	GDAP1
Group_4	ENSG00000150995	0.5466945171356201	ENSG00000150995	ITPR1
Group_4	ENSG00000123384	0.5438634753227234	ENSG00000123384	LRP1
Group_4	ENSG00000120071	0.5432389378547668	ENSG00000120071	KANSL1
Group_4	ENSG00000137478	0.542695939540863	ENSG00000137478	FCHSD2
Group_4	ENSG00000152952	0.5401982069015503	ENSG00000152952	PLOD2
Group_4	ENSG00000138231	0.5398260951042175	ENSG00000138231	DBR1
Group_4	ENSG00000147065	0.5386590957641602	ENSG00000147065	MSN
Group_4	ENSG00000203485	0.5358898043632507	ENSG00000203485	INF2
Group_4	ENSG00000130226	0.5343230962753296	ENSG00000130226	DPP6
Group_4	ENSG00000132763	0.5333811044692993	ENSG00000132763	MMACHC
Group_4	ENSG00000177426	0.5306934714317322	ENSG00000177426	TGIF1
Group_4	ENSG00000139613	0.5292969942092896	ENSG00000139613	SMARCC2
Group_4	ENSG00000106305	0.5283568501472473	ENSG00000106305	AIMP2
Group_4	ENSG00000184384	0.5274478197097778	ENSG00000184384	MAML2
Group_4	ENSG00000145349	0.5270016193389893	ENSG00000145349	CAMK2D
Group_4	ENSG00000115295	0.5258309841156006	ENSG00000115295	CLIP4
Group_4	ENSG00000117676	0.5239179134368896	ENSG00000117676	RPS6KA1
Group_4	ENSG00000136158	0.5189130306243896	ENSG00000136158	SPRY2
Group_4	ENSG00000129521	0.5168276429176331	ENSG00000129521	EGLN3
Group_4	ENSG00000138442	0.5157742500305176	ENSG00000138442	WDR12
Group_4	ENSG00000198945	0.5149514675140381	ENSG00000198945	L3MBTL3
Group_4	ENSG00000135077	0.5148201584815979	ENSG00000135077	HAVCR2
Group_4	ENSG00000133028	0.5123189091682434	ENSG00000133028	SCO1
Group_4	ENSG00000016602	0.5108368396759033	ENSG00000016602	CLCA4
Group_4	ENSG00000185736	0.5090650320053101	ENSG00000185736	ADARB2
Group_4	ENSG00000113594	0.5058029294013977	ENSG00000113594	LIFR
Group_4	ENSG00000044524	0.5056471824645996	ENSG00000044524	EPHA3
Group_4	ENSG00000181544	0.5049700736999512	ENSG00000181544	FANCB
Group_4	ENSG00000240065	0.5049134492874146	ENSG00000240065	PSMB9
Group_4	ENSG00000197969	0.5028773546218872	ENSG00000197969	VPS13A
Group_4	ENSG00000158186	0.5026934146881104	ENSG00000158186	MRAS
Group_4	ENSG00000116661	0.501976728439331	ENSG00000116661	FBXO2
Group_4	ENSG00000117425	0.5018540024757385	ENSG00000117425	PTCH2
Group_4	ENSG00000115109	0.5012643337249756	ENSG00000115109	EPB41L5
Group_5	ENSG00000196924	0.6496555805206299	ENSG00000196924	FLNA
Group_5	ENSG00000198467	0.616001307964325	ENSG00000198467	TPM2
Group_5	ENSG00000204389	0.5945685505867004	ENSG00000204389	HSPA1A
Group_5	ENSG00000115415	0.5848684310913086	ENSG00000115415	STAT1
Group_5	ENSG00000162614	0.5780141353607178	ENSG00000162614	NEXN
Group_5	ENSG00000105329	0.5692925453186035	ENSG00000105329	TGFB1
Group_5	ENSG00000112715	0.5656136274337769	ENSG00000112715	VEGFA
Group_5	ENSG00000012061	0.562016487121582	ENSG00000012061	ERCC1
Group_5	ENSG00000114859	0.5544918179512024	ENSG00000114859	CLCN2
Group_5	ENSG00000108984	0.5530762076377869	ENSG00000108984	MAP2K6
Group_5	ENSG00000102882	0.55213862657547	ENSG00000102882	MAPK3
Group_5	ENSG00000196230	0.551233172416687	ENSG00000196230	TUBB
Group_5	ENSG00000139190	0.5465124845504761	ENSG00000139190	VAMP1
Group_5	ENSG00000164885	0.5452481508255005	ENSG00000164885	CDK5
Group_5	ENSG00000105649	0.5409244298934937	ENSG00000105649	RAB3A
Group_5	ENSG00000159840	0.5334024429321289	ENSG00000159840	ZYX
Group_5	ENSG00000114270	0.5297718048095703	ENSG00000114270	COL7A1
Group_5	ENSG00000108819	0.5179164409637451	ENSG00000108819	PPP1R9B
Group_5	ENSG00000183230	0.5141828656196594	ENSG00000183230	CTNNA3
Group_5	ENSG00000204580	0.5103715062141418	ENSG00000204580	DDR1
Group_5	ENSG00000141522	0.5095040202140808	ENSG00000141522	ARHGDIA
Group_5	ENSG00000150907	0.5090956091880798	ENSG00000150907	FOXO1
Group_5	ENSG00000132002	0.5090042352676392	ENSG00000132002	DNAJB1
Group_5	ENSG00000132589	0.5080125331878662	ENSG00000132589	FLOT2
Group_5	ENSG00000149131	0.5067985653877258	ENSG00000149131	SERPING1
Group_5	ENSG00000053918	0.5062732100486755	ENSG00000053918	KCNQ1
Group_5	ENSG00000075426	0.5051130652427673	ENSG00000075426	FOSL2
Group_5	ENSG00000163930	0.5040775537490845	ENSG00000163930	BAP1
Group_5	ENSG00000166340	0.5008572936058044	ENSG00000166340	TPP1
Group_5	ENSG00000149428	0.50075364112854	ENSG00000149428	HYOU1
Group_6	ENSG00000177606	0.5910440683364868	ENSG00000177606	JUN
Group_6	ENSG00000221869	0.5834434032440186	ENSG00000221869	CEBPD
Group_6	ENSG00000112715	0.5576316118240356	ENSG00000112715	VEGFA
Group_6	ENSG00000106799	0.5574831366539001	ENSG00000106799	TGFBR1
Group_6	ENSG00000187266	0.5513157248497009	ENSG00000187266	EPOR
Group_6	ENSG00000154277	0.5445733070373535	ENSG00000154277	UCHL1
Group_6	ENSG00000172216	0.5414718985557556	ENSG00000172216	CEBPB
Group_6	ENSG00000048342	0.5398217439651489	ENSG00000048342	CC2D2A
Group_6	ENSG00000170606	0.539230465888977	ENSG00000170606	HSPA4
Group_6	ENSG00000273611	0.5281591415405273	ENSG00000273611	ZNHIT3
Group_6	ENSG00000159200	0.5261603593826294	ENSG00000159200	RCAN1
Group_6	ENSG00000131095	0.5251452326774597	ENSG00000131095	GFAP
Group_6	ENSG00000144061	0.5227563381195068	ENSG00000144061	NPHP1
Group_6	ENSG00000054654	0.5222744941711426	ENSG00000054654	SYNE2
Group_6	ENSG00000114480	0.5213415622711182	ENSG00000114480	GBE1
Group_6	ENSG00000008710	0.5207118988037109	ENSG00000008710	PKD1
Group_6	ENSG00000079999	0.518455445766449	ENSG00000079999	KEAP1
Group_6	ENSG00000099250	0.5180870294570923	ENSG00000099250	NRP1
Group_6	ENSG00000140009	0.5149486064910889	ENSG00000140009	ESR2
Group_6	ENSG00000157388	0.5108752250671387	ENSG00000157388	CACNA1D
Group_6	ENSG00000188157	0.5099320411682129	ENSG00000188157	AGRN
Group_6	ENSG00000188906	0.5086914300918579	ENSG00000188906	LRRK2
Group_6	ENSG00000110723	0.5064975023269653	ENSG00000110723	EXPH5
Group_6	ENSG00000198888	0.5061330795288086	ENSG00000198888	MT-ND1
Group_6	ENSG00000136104	0.5051950812339783	ENSG00000136104	RNASEH2B
Group_6	ENSG00000108797	0.5001412630081177	ENSG00000108797	CNTNAP1
Group_6	ENSG00000072110	0.5000979900360107	ENSG00000072110	ACTN1
Group_7	ENSG00000155016	0.6461849212646484	ENSG00000155016	CYP2U1
Group_7	ENSG00000196924	0.6006988286972046	ENSG00000196924	FLNA
Group_7	ENSG00000039650	0.5995815992355347	ENSG00000039650	PNKP
Group_7	ENSG00000084207	0.5973899960517883	ENSG00000084207	GSTP1
Group_7	ENSG00000091831	0.5859485864639282	ENSG00000091831	ESR1
Group_7	ENSG00000160285	0.5815579295158386	ENSG00000160285	LSS
Group_7	ENSG00000265241	0.5746899843215942	ENSG00000265241	RBM8A
Group_7	ENSG00000170876	0.5700010061264038	ENSG00000170876	TMEM43
Group_7	ENSG00000109971	0.5681690573692322	ENSG00000109971	HSPA8
Group_7	ENSG00000198786	0.5648275017738342	ENSG00000198786	MT-ND5
Group_7	ENSG00000139190	0.5620808005332947	ENSG00000139190	VAMP1
Group_7	ENSG00000172638	0.5572917461395264	ENSG00000172638	EFEMP2
Group_7	ENSG00000198888	0.5505806803703308	ENSG00000198888	MT-ND1
Group_7	ENSG00000173039	0.5505759119987488	ENSG00000173039	RELA
Group_7	ENSG00000198899	0.5500015616416931	ENSG00000198899	MT-ATP6
Group_7	ENSG00000079739	0.5461107492446899	ENSG00000079739	PGM1
Group_7	ENSG00000143222	0.5438413023948669	ENSG00000143222	UFC1
Group_7	ENSG00000091140	0.5417460203170776	ENSG00000091140	DLD
Group_7	ENSG00000130202	0.5406164526939392	ENSG00000130202	NECTIN2
Group_7	ENSG00000007541	0.5357412099838257	ENSG00000007541	PIGQ
Group_7	ENSG00000149428	0.532376229763031	ENSG00000149428	HYOU1
Group_7	ENSG00000147155	0.5322797894477844	ENSG00000147155	EBP
Group_7	ENSG00000150991	0.5314443111419678	ENSG00000150991	UBC
Group_7	ENSG00000116030	0.5305545330047607	ENSG00000116030	SUMO1
Group_7	ENSG00000160014	0.527900218963623	ENSG00000160014	CALM3
Group_7	ENSG00000014216	0.5270689725875854	ENSG00000014216	CAPN1
Group_7	ENSG00000132535	0.522907555103302	ENSG00000132535	DLG4
Group_7	ENSG00000119655	0.5223338603973389	ENSG00000119655	NPC2
Group_7	ENSG00000117632	0.5213037729263306	ENSG00000117632	STMN1
Group_7	ENSG00000115275	0.5177335739135742	ENSG00000115275	MOGS
Group_7	ENSG00000141378	0.5132111310958862	ENSG00000141378	PTRH2
Group_7	ENSG00000135677	0.512661337852478	ENSG00000135677	GNS
Group_7	ENSG00000158828	0.5108522176742554	ENSG00000158828	PINK1
Group_7	ENSG00000115414	0.5082759857177734	ENSG00000115414	FN1
Group_7	ENSG00000108064	0.5075289011001587	ENSG00000108064	TFAM
Group_7	ENSG00000102316	0.5068494081497192	ENSG00000102316	MAGED2
Group_7	ENSG00000110955	0.5022441148757935	ENSG00000110955	ATP5F1B
Group_7	ENSG00000172893	0.5003964900970459	ENSG00000172893	DHCR7
Group_7	ENSG00000084073	0.500022828578949	ENSG00000084073	ZMPSTE24
Group_8	ENSG00000100714	0.629196047782898	ENSG00000100714	MTHFD1
Group_8	ENSG00000125351	0.569146990776062	ENSG00000125351	UPF3B
Group_8	ENSG00000256061	0.5511291027069092	ENSG00000256061	DNAAF4
Group_8	ENSG00000115355	0.5509817600250244	ENSG00000115355	CCDC88A
Group_8	ENSG00000166278	0.5474647283554077	ENSG00000166278	C2
Group_8	ENSG00000166813	0.5435653924942017	ENSG00000166813	KIF7
Group_8	ENSG00000143801	0.5433324575424194	ENSG00000143801	PSEN2
Group_8	ENSG00000106327	0.5384570956230164	ENSG00000106327	TFR2
Group_8	ENSG00000134242	0.5360630750656128	ENSG00000134242	PTPN22
Group_8	ENSG00000116711	0.5289781093597412	ENSG00000116711	PLA2G4A
Group_8	ENSG00000080819	0.5275623798370361	ENSG00000080819	CPOX
Group_8	ENSG00000117425	0.5201085805892944	ENSG00000117425	PTCH2
Group_8	ENSG00000148218	0.5160237550735474	ENSG00000148218	ALAD
Group_8	ENSG00000164087	0.5061880350112915	ENSG00000164087	POC1A
Group_9	ENSG00000147475	0.6341657042503357	ENSG00000147475	ERLIN2
Group_9	ENSG00000164754	0.5728687644004822	ENSG00000164754	RAD21
Group_9	ENSG00000100030	0.5478003025054932	ENSG00000100030	MAPK1
Group_9	ENSG00000118058	0.5468600392341614	ENSG00000118058	KMT2A
Group_9	ENSG00000164818	0.5287985801696777	ENSG00000164818	DNAAF5
Group_9	ENSG00000072501	0.5277557373046875	ENSG00000072501	SMC1A
Group_9	ENSG00000096717	0.5267059803009033	ENSG00000096717	SIRT1
Group_9	ENSG00000085224	0.5184516906738281	ENSG00000085224	ATRX
Group_9	ENSG00000169032	0.5182194709777832	ENSG00000169032	MAP2K1
Group_9	ENSG00000198087	0.51408851146698	ENSG00000198087	CD2AP
Group_9	ENSG00000104381	0.506969153881073	ENSG00000104381	GDAP1
Group_9	ENSG00000108061	0.5024467706680298	ENSG00000108061	SHOC2
Group_9	ENSG00000163069	0.5007961988449097	ENSG00000163069	SGCB
